part_number,mlfb,productos,description
K3RSB3903848SA,MX2:K3RSB3903848SA,MEX:K3RSB3903848SA,"KIT N3R 48""  PARA 3 TABLEROS ACOPLADOS, 90X38X48"" SIN CELDA DE ACOPLAMIENTO"
P25SB,MX2:P25SB,MEX:P25SB,"PUERTA 25"" PARA SBM1, SBM2 Y SBM3"
FMSB,MX2:FMSB,MEX:FMSB,FRENTE MUERTO PARA PUERTA
BIESB,MX2:BIESB,MEX:BIESB,BASE PARA INTERRUPTOR ELECTROMAGNÉTICO
SBA,MX2:SBA,MEX:SBA,SOPORTE BUS ACOMETIDA
SLSB1,MX2:SLSB1,MEX:SLSB1,SOPORTE PARA UNA LAMINACIÓN
SLSB2,MX2:SLSB2,MEX:SLSB2,SOPORTE PARA DOS LAMINACIONES
SLSB3,MX2:SLSB3,MEX:SLSB3,SOPORTE PARA TRES LAMINACIONES
SLSB4,MX2:SLSB4,MEX:SLSB4,SOPORTE PARA CUATRO LAMINACIONES
FC190MB1200,MX2:FC190MB1200,MEX:FC190MB1200,TABLERO DIST FCI 1200A P/INT PRINCIPAL
FC190ML1200,MX2:FC190ML1200,MEX:FC190ML1200,TABLERO DIST FCI 1200A ZAPATAS PRINC
FC290MB1600,MX2:FC290MB1600,MEX:FC290MB1600,TABLERO DIST FCII 1600A P/INT PRINCIPAL
FC290ML1600,MX2:FC290ML1600,MEX:FC290ML1600,TABLERO DIST FCII 1600A ZAPATAS PRINC
FC390MB2000,MX2:FC390MB2000,MEX:FC390MB2000,TABLERO DIST FCIII 2000A P/INT PRINCIPAL
FC390ML2000,MX2:FC390ML2000,MEX:FC390ML2000,TABLERO DIST FCIII 2000A ZAPATAS PRINC
FC390MB3000,MX2:FC390MB3000,MEX:FC390MB3000,TABLERO DIST FCIII 3200A P/INT PRINCIPAL
FC390ML3000,MX2:FC390ML3000,MEX:FC390ML3000,TABLERO DIST FCIII 3200A ZAPATAS PRINC
8PX2000N1,MX2:8PX2000N1,MEX:8PX2000N1,"ESTRUCTURA CCM 8PX2000, S/TAPAS LATERA"
TL8PX,MX2:TL8PX,MEX:TL8PX,JUEGO DE TAPAS LATERALES PARA 8PX/8MX
MT48PX,MX2:MT48PX,MEX:MT48PX,MÓDULO TAMAÑO 4 P/8PX2000
MT68PX,MX2:MT68PX,MEX:MT68PX,MÓDULO TAMAÑO 6 P/8PX2000
MT88PX,MX2:MT88PX,MEX:MT88PX,"MÓDULO TAMAÑO  8, CCM 8PX2000"
MT4D8PX,MX2:MT4D8PX,MEX:MT4D8PX,MÓDULO TAMAÑO 4 P/8PX2000 DUAL
TCT48PX,MX2:TCT48PX,MEX:TCT48PX,TAPA CIEGA TAMAÑO 4 P/8PX2000
TCT68PX,MX2:TCT68PX,MEX:TCT68PX,TAPA CIEGA TAMAÑO 6 P/8PX2000
TCT88PX,MX2:TCT88PX,MEX:TCT88PX,"TAPA CIEGA TAMAÑO 8, CCM 8PX2000"
ST4C,MX2:ST4C,MEX:ST4C,SHOTER TAMAÑO 4 CIEGO
ST6C,MX2:ST6C,MEX:ST6C,SHOTER TAMAÑO 6 CIEGO
PM8PX,MX2:PM8PX,MEX:PM8PX,"PISO PARA MODULO T4, T6 Y T8."
8PXB400,MX2:8PXB400,MEX:8PXB400,"IONAMIENTO P/MODULO T4,T6,T8 JUEGOCOM"
SI8PXC404,MX2:SI8PXC404,MEX:SI8PXC404,"PALANCA P/MODULO T4, T6 Y T8."
8MU64N1600,MX2:8MU64N1600,MEX:8MU64N1600,"GABINETE  8MU64, FTE.600 MM, S/BUS 4QTY"
8MU64N1900,MX2:8MU64N1900,MEX:8MU64N1900,"GABINETE  8MU64, FTE.900 MM, S/BUS 4QTY"
8MXN1,MX2:8MXN1,MEX:8MXN1,"ESTRUCTURA 8MX, SIN TAPAS LATERALES"
8MXN1800,MX2:8MXN1800,MEX:8MXN1800,ESTRUCTURA  DE TABLERO DE  DISTRIBUCIÓN
TS82000800,MX2:TS82000800,MEX:TS82000800,GABINETE TS82000 FTE 800MM
TS82000600,MX2:TS82000600,MEX:TS82000600,GABINETE TS82000 FTE 600MM
TLTS82000,MX2:TLTS82000,MEX:TLTS82000,TAPAS LATERALES P/TS82000
ZTS8800,MX2:ZTS8800,MEX:ZTS8800,ZÓCALO PARA GABINETE FRENTE 800 TS8 FRON
ZTS8600,MX2:ZTS8600,MEX:ZTS8600,ZÓCALO PARA GABINETE FRENTE 600 TS8 FRON
ZLTS8F600,MX2:ZLTS8F600,MEX:ZLTS8F600,ZÓCALO PARA GABINETE FRENTE 600 Y 800 TS
KUTS82000,MX2:KUTS82000,MEX:KUTS82000,KIT DE UNION P/GABINETE TS82000
PM570TCD055,MX2:PM570TCD055,MEX:PM570TCD055,PLACAS DE MONTAJE  55 X 570 MM.
PM570TCD112,MX2:PM570TCD112,MEX:PM570TCD112,PLACAS DE MONTAJE 112 X 570 MM.
PM570TCD192,MX2:PM570TCD192,MEX:PM570TCD192,PLACAS DE MONTAJE 192 X 570 MM.
PM570TCD272,MX2:PM570TCD272,MEX:PM570TCD272,PLACAS DE MONTAJE 272 X 570 MM.
PM570TCD392,MX2:PM570TCD392,MEX:PM570TCD392,PLACAS DE MONTAJE 392 X 570 MM.
PM770TCD055,MX2:PM770TCD055,MEX:PM770TCD055,PLACA  DE MONTAJE   55 X 770 MM.
PM770TCD112,MX2:PM770TCD112,MEX:PM770TCD112,PLACA  DE MONTAJE 112 X 770 MM.
PM770TCD192,MX2:PM770TCD192,MEX:PM770TCD192,PLACA  DE MONTAJE 192 X 770 MM.
PM770TCD272,MX2:PM770TCD272,MEX:PM770TCD272,PLACA  DE MONTAJE 272 X 770 MM.
PM770TCD392,MX2:PM770TCD392,MEX:PM770TCD392,PLACA  DE MONTAJE 392 X 770 MM.
PM870TCD055,MX2:PM870TCD055,MEX:PM870TCD055,PLACA  DE MONTAJE   55 X 870 MM.
PM870TCD112,MX2:PM870TCD112,MEX:PM870TCD112,PLACA  DE MONTAJE 112 X 870 MM.
PM870TCD192,MX2:PM870TCD192,MEX:PM870TCD192,PLACA  DE MONTAJE 192 X 870 MM.
PM870TCD272,MX2:PM870TCD272,MEX:PM870TCD272,PLACA  DE MONTAJE 272 X 870 MM.
PM870TCD392,MX2:PM870TCD392,MEX:PM870TCD392,PLACA  DE MONTAJE 392 X 870 MM.
CEVTSINT1525,MX2:CEVTSINT1525,MEX:CEVTSINT1525,ELABORACIÓN DE VENTANA PARA TRANSF
CEVTSINT35,MX2:CEVTSINT35,MEX:CEVTSINT35,CARGO VENTANA P/TRAFO (S/COBRE) 35
15A014N1I,MX2:15A014N1I,MEX:15A014N1I,"15KV, 400A, A1, NEMA 1, IZQUIERDA"
15A024N1I,MX2:15A024N1I,MEX:15A024N1I,"15KV, 400A, A2, NEMA 1, IZQUIERDA"
15A034N1I,MX2:15A034N1I,MEX:15A034N1I,"15KV, 400A, A3, NEMA 1, IZQUIERDA"
15A044N1I,MX2:15A044N1I,MEX:15A044N1I,"15KV, 400A, A4, NEMA 1, IZQUIERDA"
15A054N1I,MX2:15A054N1I,MEX:15A054N1I,"15KV, 400A, A5, NEMA 1, IZQUIERDA"
15A064N1I,MX2:15A064N1I,MEX:15A064N1I,"15KV, 400A, A6, NEMA 1, IZQUIERDA"
15A074N1I,MX2:15A074N1I,MEX:15A074N1I,"15KV, 400A, A7, NEMA 1, IZQUIERDA"
15A084N1I,MX2:15A084N1I,MEX:15A084N1I,"15KV, 400A, A8, NEMA 1, IZQUIERDA"
15A094N1I,MX2:15A094N1I,MEX:15A094N1I,"15KV, 400A, A9, NEMA 1, IZQUIERDA"
15A104N1I,MX2:15A104N1I,MEX:15A104N1I,"15KV, 400A, A10, NEMA 1, IZQUIERDA"
15A114N1I,MX2:15A114N1I,MEX:15A114N1I,"15KV, 400A, A11, NEMA 1, IZQUIERDA"
15A124N1I,MX2:15A124N1I,MEX:15A124N1I,"15KV, 400A, A12, NEMA 1, IZQUIERDA"
15A134N1I,MX2:15A134N1I,MEX:15A134N1I,"15KV, 400A, A13, NEMA 1, IZQUIERDA"
15A144N1I,MX2:15A144N1I,MEX:15A144N1I,"15KV, 400A, A14, NEMA 1, IZQUIERDA"
15A014N1D,MX2:15A014N1D,MEX:15A014N1D,"15KV, 400A, A1, NEMA 1, DERECHA"
15A024N1D,MX2:15A024N1D,MEX:15A024N1D,"15KV, 400A, A2, NEMA 1, DERECHA"
15A034N1D,MX2:15A034N1D,MEX:15A034N1D,"15KV, 400A, A3, NEMA 1, DERECHA"
15A044N1D,MX2:15A044N1D,MEX:15A044N1D,"15KV, 400A, A4, NEMA 1, DERECHA"
15A054N1D,MX2:15A054N1D,MEX:15A054N1D,"15KV, 400A, A5, NEMA 1, DERECHA"
15A064N1D,MX2:15A064N1D,MEX:15A064N1D,"15KV, 400A, A6, NEMA 1, DERECHA"
15A074N1D,MX2:15A074N1D,MEX:15A074N1D,"15KV, 400A, A7, NEMA 1, DERECHA"
15A084N1D,MX2:15A084N1D,MEX:15A084N1D,"15KV, 400A, A8, NEMA 1, DERECHA"
15A094N1D,MX2:15A094N1D,MEX:15A094N1D,"15KV, 400A, A9, NEMA 1, DERECHA"
15A104N1D,MX2:15A104N1D,MEX:15A104N1D,"15KV, 400A, A10, NEMA 1, DERECHA"
15A114N1D,MX2:15A114N1D,MEX:15A114N1D,"15KV, 400A, A11, NEMA 1, DERECHA"
15A124N1D,MX2:15A124N1D,MEX:15A124N1D,"15KV, 400A, A12, NEMA 1, DERECHA"
15A134N1D,MX2:15A134N1D,MEX:15A134N1D,"15KV, 400A, A13, NEMA 1, DERECHA"
15A144N1D,MX2:15A144N1D,MEX:15A144N1D,"15KV, 400A, A14, NEMA 1, DERECHA"
15A154N1,MX2:15A154N1,MEX:15A154N1,"15KV, A15, NEMA 1"
15A164N1,MX2:15A164N1,MEX:15A164N1,"15KV, A16, NEMA 1"
15A014N3RI,MX2:15A014N3RI,MEX:15A014N3RI,"15KV, 400A, A1, NEMA 3R, IZQUIERDA"
15A024N3RI,MX2:15A024N3RI,MEX:15A024N3RI,"15KV, 400A, A2, NEMA 3R, IZQUIERDA"
15A034N3RI,MX2:15A034N3RI,MEX:15A034N3RI,"15KV, 400A, A3, NEMA 3R, IZQUIERDA"
15A044N3RI,MX2:15A044N3RI,MEX:15A044N3RI,"15KV, 400A, A4, NEMA 3R, IZQUIERDA"
15A054N3RI,MX2:15A054N3RI,MEX:15A054N3RI,"15KV, 400A, A5, NEMA 3R, IZQUIERDA"
15A064N3RI,MX2:15A064N3RI,MEX:15A064N3RI,"15KV, 400A, A6, NEMA 3R, IZQUIERDA"
15A074N3RI,MX2:15A074N3RI,MEX:15A074N3RI,"15KV, 400A, A7, NEMA 3R, IZQUIERDA"
15A084N3RI,MX2:15A084N3RI,MEX:15A084N3RI,"15KV, 400A, A8, NEMA 3R, IZQUIERDA"
15A094N3RI,MX2:15A094N3RI,MEX:15A094N3RI,"15KV, 400A, A9, NEMA 3R, IZQUIERDA"
15A104N3RI,MX2:15A104N3RI,MEX:15A104N3RI,"15KV, 400A, A10, NEMA 3R, IZQUIERDA"
15A114N3RI,MX2:15A114N3RI,MEX:15A114N3RI,"15KV, 400A, A11, NEMA 3R, IZQUIERDA"
15A124N3RI,MX2:15A124N3RI,MEX:15A124N3RI,"15KV, 400A, A12, NEMA 3R, IZQUIERDA"
15A134N3RI,MX2:15A134N3RI,MEX:15A134N3RI,"15KV, 400A, A13, NEMA 3R, IZQUIERDA"
15A144N3RI,MX2:15A144N3RI,MEX:15A144N3RI,"15KV, 400A, A14, NEMA 3R, IZQUIERDA"
15A014N3RD,MX2:15A014N3RD,MEX:15A014N3RD,"15KV, 400A, A1, NEMA 3R, DERECHA"
15A024N3RD,MX2:15A024N3RD,MEX:15A024N3RD,"15KV, 400A, A2, NEMA 3R, DERECHA"
15A034N3RD,MX2:15A034N3RD,MEX:15A034N3RD,"15KV, 400A, A3, NEMA 3R, DERECHA"
15A044N3RD,MX2:15A044N3RD,MEX:15A044N3RD,"15KV, 400A, A4, NEMA 3R, DERECHA"
15A054N3RD,MX2:15A054N3RD,MEX:15A054N3RD,"15KV, 400A, A5, NEMA 3R, DERECHA"
15A064N3RD,MX2:15A064N3RD,MEX:15A064N3RD,"15KV, 400A, A6, NEMA 3R, DERECHA"
15A074N3RD,MX2:15A074N3RD,MEX:15A074N3RD,"15KV, 400A, A7, NEMA 3R, DERECHA"
15A084N3RD,MX2:15A084N3RD,MEX:15A084N3RD,"15KV, 400A, A8, NEMA 3R, DERECHA"
15A094N3RD,MX2:15A094N3RD,MEX:15A094N3RD,"15KV, 400A, A9, NEMA 3R, DERECHA"
15A104N3RD,MX2:15A104N3RD,MEX:15A104N3RD,"15KV, 400A, A10, NEMA 3R, DERECHA"
15A114N3RD,MX2:15A114N3RD,MEX:15A114N3RD,"15KV, 400A, A11, NEMA 3R, DERECHA"
15A124N3RD,MX2:15A124N3RD,MEX:15A124N3RD,"15KV, 400A, A12, NEMA 3R, DERECHA"
15A134N3RD,MX2:15A134N3RD,MEX:15A134N3RD,"15KV, 400A, A13, NEMA 3R, DERECHA"
15A144N3RD,MX2:15A144N3RD,MEX:15A144N3RD,"15KV, 400A, A14, NEMA 3R, DERECHA"
15A154N3R,MX2:15A154N3R,MEX:15A154N3R,"15KV, A15, NEMA 3R"
15A164N3R,MX2:15A164N3R,MEX:15A164N3R,"15KV, A16, NEMA 3R"
25A014N1I,MX2:25A014N1I,MEX:25A014N1I,"25KV, 400A, A1, NEMA 1, IZQUIERDA"
25A024N1I,MX2:25A024N1I,MEX:25A024N1I,"25KV, 400A, A2, NEMA 1, IZQUIERDA"
25A034N1I,MX2:25A034N1I,MEX:25A034N1I,"25KV, 400A, A3, NEMA 1, IZQUIERDA"
25A044N1I,MX2:25A044N1I,MEX:25A044N1I,"25KV, 400A, A4, NEMA 1, IZQUIERDA"
25A054N1I,MX2:25A054N1I,MEX:25A054N1I,"25KV, 400A, A5, NEMA 1, IZQUIERDA"
25A064N1I,MX2:25A064N1I,MEX:25A064N1I,"25KV, 400A, A6, NEMA 1, IZQUIERDA"
25A074N1I,MX2:25A074N1I,MEX:25A074N1I,"25KV, 400A, A7, NEMA 1, IZQUIERDA"
25A084N1I,MX2:25A084N1I,MEX:25A084N1I,"25KV, 400A, A8, NEMA 1, IZQUIERDA"
25A094N1I,MX2:25A094N1I,MEX:25A094N1I,"25KV, 400A, A9, NEMA 1, IZQUIERDA"
25A104N1I,MX2:25A104N1I,MEX:25A104N1I,"25KV, 400A, A10, NEMA 1, IZQUIERDA"
25A114N1I,MX2:25A114N1I,MEX:25A114N1I,"25KV, 400A, A11, NEMA 1, IZQUIERDA"
25A124N1I,MX2:25A124N1I,MEX:25A124N1I,"25KV, 400A, A12, NEMA 1, IZQUIERDA"
25A134N1I,MX2:25A134N1I,MEX:25A134N1I,"25KV, 400A, A13, NEMA 1, IZQUIERDA"
25A144N1I,MX2:25A144N1I,MEX:25A144N1I,"25KV, 400A, A14, NEMA 1, IZQUIERDA"
25A014N1D,MX2:25A014N1D,MEX:25A014N1D,"25KV, 400A, A1, NEMA 1, DERECHA"
25A024N1D,MX2:25A024N1D,MEX:25A024N1D,"25KV, 400A, A2, NEMA 1, DERECHA"
25A034N1D,MX2:25A034N1D,MEX:25A034N1D,"25KV, 400A, A3, NEMA 1, DERECHA"
25A044N1D,MX2:25A044N1D,MEX:25A044N1D,"25KV, 400A, A4, NEMA 1, DERECHA"
25A054N1D,MX2:25A054N1D,MEX:25A054N1D,"25KV, 400A, A5, NEMA 1, DERECHA"
25A064N1D,MX2:25A064N1D,MEX:25A064N1D,"25KV, 400A, A6, NEMA 1, DERECHA"
25A074N1D,MX2:25A074N1D,MEX:25A074N1D,"25KV, 400A, A7, NEMA 1, DERECHA"
25A084N1D,MX2:25A084N1D,MEX:25A084N1D,"25KV, 400A, A8, NEMA 1, DERECHA"
25A094N1D,MX2:25A094N1D,MEX:25A094N1D,"25KV, 400A, A9, NEMA 1, DERECHA"
25A104N1D,MX2:25A104N1D,MEX:25A104N1D,"25KV, 400A, A10, NEMA 1, DERECHA"
25A114N1D,MX2:25A114N1D,MEX:25A114N1D,"25KV, 400A, A11, NEMA 1, DERECHA"
25A124N1D,MX2:25A124N1D,MEX:25A124N1D,"25KV, 400A, A12, NEMA 1, DERECHA"
25A134N1D,MX2:25A134N1D,MEX:25A134N1D,"25KV, 400A, A13, NEMA 1, DERECHA"
25A144N1D,MX2:25A144N1D,MEX:25A144N1D,"25KV, 400A, A14, NEMA 1, DERECHA"
25A154N1,MX2:25A154N1,MEX:25A154N1,"25KV, A15, NEMA 1"
25A164N1,MX2:25A164N1,MEX:25A164N1,"25KV, A16, NEMA 1"
25A014N3RI,MX2:25A014N3RI,MEX:25A014N3RI,"25KV, 400A, A1, NEMA 3R, IZQUIERDA"
25A024N3RI,MX2:25A024N3RI,MEX:25A024N3RI,"25KV, 400A, A2, NEMA 3R, IZQUIERDA"
25A034N3RI,MX2:25A034N3RI,MEX:25A034N3RI,"25KV, 400A, A3, NEMA 3R, IZQUIERDA"
25A044N3RI,MX2:25A044N3RI,MEX:25A044N3RI,"25KV, 400A, A4, NEMA 3R, IZQUIERDA"
25A054N3RI,MX2:25A054N3RI,MEX:25A054N3RI,"25KV, 400A, A5, NEMA 3R, IZQUIERDA"
25A064N3RI,MX2:25A064N3RI,MEX:25A064N3RI,"25KV, 400A, A6, NEMA 3R, IZQUIERDA"
25A074N3RI,MX2:25A074N3RI,MEX:25A074N3RI,"25KV, 400A, A7, NEMA 3R, IZQUIERDA"
25A084N3RI,MX2:25A084N3RI,MEX:25A084N3RI,"25KV, 400A, A8, NEMA 3R, IZQUIERDA"
25A094N3RI,MX2:25A094N3RI,MEX:25A094N3RI,"25KV, 400A, A9, NEMA 3R, IZQUIERDA"
25A104N3RI,MX2:25A104N3RI,MEX:25A104N3RI,"25KV, 400A, A10, NEMA 3R, IZQUIERDA"
25A114N3RI,MX2:25A114N3RI,MEX:25A114N3RI,"25KV, 400A, A11, NEMA 3R, IZQUIERDA"
25A124N3RI,MX2:25A124N3RI,MEX:25A124N3RI,"25KV, 400A, A12, NEMA 3R, IZQUIERDA"
25A134N3RI,MX2:25A134N3RI,MEX:25A134N3RI,"25KV, 400A, A13, NEMA 3R, IZQUIERDA"
25A144N3RI,MX2:25A144N3RI,MEX:25A144N3RI,"25KV, 400A, A14, NEMA 3R, IZQUIERDA"
25A014N3RD,MX2:25A014N3RD,MEX:25A014N3RD,"25KV, 400A, A1, NEMA 3R, DERECHA"
25A024N3RD,MX2:25A024N3RD,MEX:25A024N3RD,"25KV, 400A, A2, NEMA 3R, DERECHA"
25A034N3RD,MX2:25A034N3RD,MEX:25A034N3RD,"25KV, 400A, A3, NEMA 3R, DERECHA"
25A044N3RD,MX2:25A044N3RD,MEX:25A044N3RD,"25KV, 400A, A4, NEMA 3R, DERECHA"
25A054N3RD,MX2:25A054N3RD,MEX:25A054N3RD,"25KV, 400A, A5, NEMA 3R, DERECHA"
25A064N3RD,MX2:25A064N3RD,MEX:25A064N3RD,"25KV, 400A, A6, NEMA 3R, DERECHA"
25A074N3RD,MX2:25A074N3RD,MEX:25A074N3RD,"25KV, 400A, A7, NEMA 3R, DERECHA"
25A084N3RD,MX2:25A084N3RD,MEX:25A084N3RD,"25KV, 400A, A8, NEMA 3R, DERECHA"
25A094N3RD,MX2:25A094N3RD,MEX:25A094N3RD,"25KV, 400A, A9, NEMA 3R, DERECHA"
25A104N3RD,MX2:25A104N3RD,MEX:25A104N3RD,"25KV, 400A, A10, NEMA 3R, DERECHA"
25A114N3RD,MX2:25A114N3RD,MEX:25A114N3RD,"25KV, 400A, A11, NEMA 3R, DERECHA"
25A124N3RD,MX2:25A124N3RD,MEX:25A124N3RD,"25KV, 400A, A12, NEMA 3R, DERECHA"
25A134N3RD,MX2:25A134N3RD,MEX:25A134N3RD,"25KV, 400A, A13, NEMA 3R, DERECHA"
25A144N3RD,MX2:25A144N3RD,MEX:25A144N3RD,"25KV, 400A, A14, NEMA 3R, DERECHA"
25A154N3R,MX2:25A154N3R,MEX:25A154N3R,"25KV, A15, NEMA 3R"
25A164N3R,MX2:25A164N3R,MEX:25A164N3R,"25KV, A16, NEMA 3R"
35A014N1I,MX2:35A014N1I,MEX:35A014N1I,"35KV, 400A, A1, NEMA 1, IZQUIERDA"
35A024N1I,MX2:35A024N1I,MEX:35A024N1I,"35KV, 400A, A2, NEMA 1, IZQUIERDA"
35A034N1I,MX2:35A034N1I,MEX:35A034N1I,"35KV, 400A, A3, NEMA 1, IZQUIERDA"
35A044N1I,MX2:35A044N1I,MEX:35A044N1I,"35KV, 400A, A4, NEMA 1, IZQUIERDA"
35A054N1I,MX2:35A054N1I,MEX:35A054N1I,"35KV, 400A, A5, NEMA 1, IZQUIERDA"
35A064N1I,MX2:35A064N1I,MEX:35A064N1I,"35KV, 400A, A6, NEMA 1, IZQUIERDA"
35A074N1I,MX2:35A074N1I,MEX:35A074N1I,"35KV, 400A, A7, NEMA 1, IZQUIERDA"
35A084N1I,MX2:35A084N1I,MEX:35A084N1I,"35KV, 400A, A8, NEMA 1, IZQUIERDA"
35A094N1I,MX2:35A094N1I,MEX:35A094N1I,"35KV, 400A, A9, NEMA 1, IZQUIERDA"
35A104N1I,MX2:35A104N1I,MEX:35A104N1I,"35KV, 400A, A10, NEMA 1, IZQUIERDA"
35A114N1I,MX2:35A114N1I,MEX:35A114N1I,"35KV, 400A, A11, NEMA 1, IZQUIERDA"
35A124N1I,MX2:35A124N1I,MEX:35A124N1I,"35KV, 400A, A12, NEMA 1, IZQUIERDA"
35A134N1I,MX2:35A134N1I,MEX:35A134N1I,"35KV, 400A, A13, NEMA 1, IZQUIERDA"
35A144N1I,MX2:35A144N1I,MEX:35A144N1I,"35KV, 400A, A14, NEMA 1, IZQUIERDA"
35A014N1D,MX2:35A014N1D,MEX:35A014N1D,"35KV, 400A, A1, NEMA 1, DERECHA"
35A024N1D,MX2:35A024N1D,MEX:35A024N1D,"35KV, 400A, A2, NEMA 1, DERECHA"
35A034N1D,MX2:35A034N1D,MEX:35A034N1D,"35KV, 400A, A3, NEMA 1, DERECHA"
35A044N1D,MX2:35A044N1D,MEX:35A044N1D,"35KV, 400A, A4, NEMA 1, DERECHA"
35A054N1D,MX2:35A054N1D,MEX:35A054N1D,"35KV, 400A, A5, NEMA 1, DERECHA"
35A064N1D,MX2:35A064N1D,MEX:35A064N1D,"35KV, 400A, A6, NEMA 1, DERECHA"
35A074N1D,MX2:35A074N1D,MEX:35A074N1D,"35KV, 400A, A7, NEMA 1, DERECHA"
35A084N1D,MX2:35A084N1D,MEX:35A084N1D,"35KV, 400A, A8, NEMA 1, DERECHA"
35A094N1D,MX2:35A094N1D,MEX:35A094N1D,"35KV, 400A, A9, NEMA 1, DERECHA"
35A104N1D,MX2:35A104N1D,MEX:35A104N1D,"35KV, 400A, A10, NEMA 1, DERECHA"
35A114N1D,MX2:35A114N1D,MEX:35A114N1D,"35KV, 400A, A11, NEMA 1, DERECHA"
35A124N1D,MX2:35A124N1D,MEX:35A124N1D,"35KV, 400A, A12, NEMA 1, DERECHA"
35A134N1D,MX2:35A134N1D,MEX:35A134N1D,"35KV, 400A, A13, NEMA 1, DERECHA"
35A144N1D,MX2:35A144N1D,MEX:35A144N1D,"35KV, 400A, A14, NEMA 1, DERECHA"
35A154N1,MX2:35A154N1,MEX:35A154N1,"35KV, A15, NEMA 1"
35A164N1,MX2:35A164N1,MEX:35A164N1,"35KV, A16, NEMA 1"
35A014N3RI,MX2:35A014N3RI,MEX:35A014N3RI,"35KV, 400A, A1, NEMA 3R, IZQUIERDA"
35A024N3RI,MX2:35A024N3RI,MEX:35A024N3RI,"35KV, 400A, A2, NEMA 3R, IZQUIERDA"
35A034N3RI,MX2:35A034N3RI,MEX:35A034N3RI,"35KV, 400A, A3, NEMA 3R, IZQUIERDA"
35A044N3RI,MX2:35A044N3RI,MEX:35A044N3RI,"35KV, 400A, A4, NEMA 3R, IZQUIERDA"
35A054N3RI,MX2:35A054N3RI,MEX:35A054N3RI,"35KV, 400A, A5, NEMA 3R, IZQUIERDA"
35A064N3RI,MX2:35A064N3RI,MEX:35A064N3RI,"35KV, 400A, A6, NEMA 3R, IZQUIERDA"
35A074N3RI,MX2:35A074N3RI,MEX:35A074N3RI,"35KV, 400A, A7, NEMA 3R, IZQUIERDA"
35A084N3RI,MX2:35A084N3RI,MEX:35A084N3RI,"35KV, 400A, A8, NEMA 3R, IZQUIERDA"
35A094N3RI,MX2:35A094N3RI,MEX:35A094N3RI,"35KV, 400A, A9, NEMA 3R, IZQUIERDA"
35A104N3RI,MX2:35A104N3RI,MEX:35A104N3RI,"35KV, 400A, A10, NEMA 3R, IZQUIERDA"
35A114N3RI,MX2:35A114N3RI,MEX:35A114N3RI,"35KV, 400A, A11, NEMA 3R, IZQUIERDA"
35A124N3RI,MX2:35A124N3RI,MEX:35A124N3RI,"35KV, 400A, A12, NEMA 3R, IZQUIERDA"
35A134N3RI,MX2:35A134N3RI,MEX:35A134N3RI,"35KV, 400A, A13, NEMA 3R, IZQUIERDA"
35A144N3RI,MX2:35A144N3RI,MEX:35A144N3RI,"35KV, 400A, A14, NEMA 3R, IZQUIERDA"
35A014N3RD,MX2:35A014N3RD,MEX:35A014N3RD,"35KV, 400A, A1, NEMA 3R, DERECHA"
35A024N3RD,MX2:35A024N3RD,MEX:35A024N3RD,"35KV, 400A, A2, NEMA 3R, DERECHA"
35A034N3RD,MX2:35A034N3RD,MEX:35A034N3RD,"35KV, 400A, A3, NEMA 3R, DERECHA"
35A044N3RD,MX2:35A044N3RD,MEX:35A044N3RD,"35KV, 400A, A4, NEMA 3R, DERECHA"
35A054N3RD,MX2:35A054N3RD,MEX:35A054N3RD,"35KV, 400A, A5, NEMA 3R, DERECHA"
35A064N3RD,MX2:35A064N3RD,MEX:35A064N3RD,"35KV, 400A, A6, NEMA 3R, DERECHA"
35A074N3RD,MX2:35A074N3RD,MEX:35A074N3RD,"35KV, 400A, A7, NEMA 3R, DERECHA"
35A084N3RD,MX2:35A084N3RD,MEX:35A084N3RD,"35KV, 400A, A8, NEMA 3R, DERECHA"
35A094N3RD,MX2:35A094N3RD,MEX:35A094N3RD,"35KV, 400A, A9, NEMA 3R, DERECHA"
35A104N3RD,MX2:35A104N3RD,MEX:35A104N3RD,"35KV, 400A, A10, NEMA 3R, DERECHA"
35A114N3RD,MX2:35A114N3RD,MEX:35A114N3RD,"35KV, 400A, A11, NEMA 3R, DERECHA"
35A124N3RD,MX2:35A124N3RD,MEX:35A124N3RD,"35KV, 400A, A12, NEMA 3R, DERECHA"
35A134N3RD,MX2:35A134N3RD,MEX:35A134N3RD,"35KV, 400A, A13, NEMA 3R, DERECHA"
35A144N3RD,MX2:35A144N3RD,MEX:35A144N3RD,"35KV, 400A, A14, NEMA 3R, DERECHA"
35A154N3R,MX2:35A154N3R,MEX:35A154N3R,"35KV, A15, NEMA 3R"
35A164N3R,MX2:35A164N3R,MEX:35A164N3R,"35KV, A16, NEMA 3R"
PSR130644276,MX2:PSR130644276,MEX:PSR130644276,"FUSIBLE PSR130644276 442MM, 6 A."
PSR131044276,MX2:PSR131044276,MEX:PSR131044276,"FUSIBLE PSR131044276 442MM, 10 A"
PSR131644276,MX2:PSR131644276,MEX:PSR131644276,"FUSIBLE PSR131644276 442MM,  16 A."
PSR132544276,MX2:PSR132544276,MEX:PSR132544276,"FUSIBLE PSR132544276 442MM, 25 A."
PSR133244276,MX2:PSR133244276,MEX:PSR133244276,"FUSIBLE PSR133244276 442MM, 32 A."
PSR134044276,MX2:PSR134044276,MEX:PSR134044276,"FUSIBLE PSR134044276 442MM, 40 A."
